"","SubplotID","SPP","Chew","mScrape","iScrape","Mine","Gall","Window","Lspot","Rust","Pmildew","Dmildew","Blight","wet","rhiz.like","clorosis","white.mildew.like.thing","thrips","tent","scler.like","Phomopsis","lf.curl","necrotic.lesion","Chlorotic.spots","Choking","slime_mold_like","Chew.l","mScrape.l","iScrape.l","Mine.l","Gall.l","Window.l","Lspot.l","Rust.l","Pmildew.l","Dmildew.l","Blight.l","wet.l","rhiz.like.l","chlorosis.l","mildew_like.l","thrips.l","tent.l","scler.like.l","Phomopsis.l","lf.curl.l","necrotic.lesion.l","Chlorotic.spots.l","Choking.l","slime_mold_like.l","Disease.l","Herbivory.l","tot.damage.l","Disease","Herbivory","tot.damage","abs_cover","tot_cover","rel_cover"
"11","A1.2.2","Sanguisorba minor",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147058823529412,0.0147058823529412,0.0294117647058824,1,1,2,1,68,0.0147058823529412
"12","A1.2.2","Thymus serpyllum",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294117647058824,0,0.00294117647058824,0.2,0,0.2,1,68,0.0147058823529412
"13","A1.2.2","Trifolium montanum",2.125,0,0.625,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15625,0,0.0459558823529412,0,0,0,0.0183823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183823529411765,0.202205882352941,0.220588235294118,0.25,2.75,3,5,68,0.0735294117647059
"14","A1.2.4","Brachypodium pinnatum",3.31578947368421,0,0,0,0,0,0.210526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31318394997394,0,0,0,0,0,0.0833767587285044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833767587285044,1.31318394997394,1.39656070870245,0.210526315789474,3.31578947368421,3.52631578947368,40,101,0.396039603960396
"15","A1.2.4","Campanula glomerata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,101,0.0198019801980198
"16","A1.2.4","Carex flacca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,101,0.0198019801980198
"17","A1.2.4","Carex sp 1",16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6039603960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6039603960396,1.6039603960396,0,16.2,16.2,10,101,0.099009900990099
"18","A1.2.4","Centaurea jacea",0.8,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792079207920792,0,0,0,0,0,0.0118811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118811881188119,0.00792079207920792,0.0198019801980198,1.2,0.8,2,1,101,0.0099009900990099
"19","A1.2.4","Galium verum",6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594059405940594,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198019801980198,0.0594059405940594,0.0613861386138614,0.2,6,6.2,1,101,0.0099009900990099
"20","A1.2.4","Leontodon sp",0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.00148514851485149,0,0.00148514851485149,0,0,0,0,0,0,0,0,0,0,0,0,0.0371287128712871,0,0,0,0,0,0,0,0,0,0.0400990099009901,0.0400990099009901,0,2.7,2.7,1.5,101,0.0148514851485149
"21","A1.2.4","Prunella sp",1.55555555555556,0,0.111111111111111,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308030803080308,0,0.0022002200220022,0,0,0,0.0022002200220022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022002200220022,0.033003300330033,0.0352035203520352,0.111111111111111,1.66666666666667,1.77777777777778,2,101,0.0198019801980198
"22","A1.2.4","Salvia pratensis",5.6,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443564356435644,0,0,0,0.0158415841584158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459405940594059,0.459405940594059,0,5.8,5.8,8,101,0.0792079207920792
"23","A1.2.4","Thymus serpyllum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,0.0099009900990099
"24","A1.2.4","Trifolium montanum",0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475247524752475,0,0,0,0.0237623762376238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237623762376238,0.0475247524752475,0.0712871287128713,0.2,0.4,0.6,12,101,0.118811881188119
"25","A1.3.2","Agrostis sp",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0.2,0.2,3,90,0.0333333333333333
"26","A1.3.2","Brachypodium pinnatum",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577777777777778,0,0.577777777777778,4,0,4,13,90,0.144444444444444
"27","A1.3.2","Carex sp 1",1.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493827160493827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493827160493827,0.0493827160493827,0,1.11111111111111,1.11111111111111,4,90,0.0444444444444444
"28","A1.3.2","Carex sp 2",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0333333333333333,0,0.2,0.2,15,90,0.166666666666667
"29","A1.3.2","Centaurea scabiosa",22.5,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0.0155555555555556,0,0,0,0.0155555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155555555555556,1.76555555555556,1.78111111111111,0.2,22.7,22.9,7,90,0.0777777777777778
"30","A1.3.2","Festuca sp",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0333333333333333,0,12,12,0.25,90,0.00277777777777778
"31","A1.3.2","Lotus corniculatus",0,0,1.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177777777777778,0,0,0.00222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,1.8,1.8,1,90,0.0111111111111111
"32","A1.3.2","Plantago lanceolata",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166666666666667,0.0166666666666667,0,0.5,0.5,3,90,0.0333333333333333
"33","A1.3.2","Potentilla sp",0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0333333333333333,0,0.5,0.5,6,90,0.0666666666666667
"34","A1.3.2","Prunella sp",1.2,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,0,90,0
"35","A1.3.2","Salvia pratensis",3.14285714285714,0,0,0,2.14285714285714,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488888888888889,0,0,0,0.333333333333333,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0.822222222222222,0.833333333333333,0.0714285714285714,5.28571428571429,5.35714285714286,14,90,0.155555555555556
"36","A1.3.2","Trifolium montanum",0,0,1.14285714285714,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0.0507936507936508,0,0,0,0,0,0,0,0,0,0,0.00634920634920635,0,0,0.00634920634920635,0,0,0,0,0,0,0,0.00634920634920635,0.0571428571428571,0.0634920634920635,0.142857142857143,1.28571428571429,1.42857142857143,4,90,0.0444444444444444
"37","A1.3.4","Agrostis sp",1.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171232876712329,0,0,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0.0171232876712329,0.0308219178082192,1,1.25,2.25,1,73,0.0136986301369863
"38","A1.3.4","Brachypodium pinnatum",0,0,0,0,0,0,0.923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214963119072708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214963119072708,0,0.214963119072708,0.923076923076923,0,0.923076923076923,17,73,0.232876712328767
"39","A1.3.4","Bromus sp",0.0769230769230769,0,0,0,0,0,1.23076923076923,0.153846153846154,0,0,0,0,0.538461538461538,0,0,0,0,0,0,0,0,0,0,0,0.00737618545837724,0,0,0,0,0,0.118018967334036,0.0147523709167545,0,0,0,0,0.0516332982086407,0,0,0,0,0,0,0,0,0,0,0,0.184404636459431,0.00737618545837724,0.191780821917808,1.92307692307692,0.0769230769230769,2,7,73,0.0958904109589041
"40","A1.3.4","Carex sp 1",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821917808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821917808219178,0,0.00821917808219178,0.2,0,0.2,3,73,0.0410958904109589
"41","A1.3.4","Carex sp 2",1.8,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246575342465753,0,0,0,0,0,0,0.0547945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547945205479452,0.246575342465753,0.301369863013699,0.4,1.8,2.2,10,73,0.136986301369863
"42","A1.3.4","Centaurea scabiosa",0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657534246575342,0,0,0,0,0,0.0219178082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219178082191781,0.0657534246575342,0.0876712328767123,0.2,0.6,0.8,8,73,0.10958904109589
"43","A1.3.4","Dactylis glomerata",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273972602739726,0,0.0273972602739726,1,0,1,2,73,0.0273972602739726
"44","A1.3.4","Galium verum",0,0,0.6,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410958904109589,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0.00410958904109589,0.00684931506849315,0.4,0.6,1,0.5,73,0.00684931506849315
"45","A1.3.4","Helianthemum nummularium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,0.0410958904109589
"46","A1.3.4","Plantago lanceolata",0.9,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616438356164384,0,0,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0.0616438356164384,0.0753424657534247,0.2,0.9,1.1,5,73,0.0684931506849315
"47","A1.3.4","Prunella sp",1.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313111545988258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313111545988258,0.0313111545988258,0,1.14285714285714,1.14285714285714,2,73,0.0273972602739726
"48","A1.3.4","Salvia pratensis",0,0,0,1.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134246575342466,0,0,0,0,0,0,0.0383561643835616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367798836554701,0.134246575342466,0.137924563708013,0.0383561643835616,1.4,1.43835616438356,7,73,0.0958904109589041
"49","A1.4.1","Agrostis capillaris",21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,70,0
"50","A1.4.1","Agrostis sp",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428571428571429,0.0428571428571429,0,1,1,3,70,0.0428571428571429
"51","A1.4.1","Brachypodium pinnatum",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385714285714286,0,0.0385714285714286,0.1,0,0.1,27,70,0.385714285714286
"52","A1.4.1","Bromus sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,0.0714285714285714
"53","A1.4.1","Carex flacca",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714285714,0.114285714285714,0,16,16,0.5,70,0.00714285714285714
"54","A1.4.1","Carex sp 1",0.5,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0.0228571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228571428571429,0.0285714285714286,0.0514285714285714,0.4,0.5,0.9,4,70,0.0571428571428571
"55","A1.4.1","Centaurea scabiosa",6.08695652173913,0,1.8695652173913,0,0,0.0869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04347826086957,0,0.320496894409938,0,0,0.0149068322981366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37888198757764,1.37888198757764,0,8.04347826086956,8.04347826086956,12,70,0.171428571428571
"56","A1.4.1","Dactylis glomerata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428571428571429,0.0428571428571429,0,1,1,3,70,0.0428571428571429
"57","A1.4.1","Helianthemum nummularium",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0.0285714285714286,0,4,4,0.5,70,0.00714285714285714
"58","A1.4.1","Salvia pratensis",4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,4.2,4.2,3,70,0.0428571428571429
"59","A1.4.1","Trifolium montanum",1.1,0.3,0.1,0,0,0,0.7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471428571428571,0.0128571428571429,0.00428571428571429,0,0,0,0.03,0,0,0,0.128571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355102040816327,0.0642857142857143,0.0997959183673469,0.828571428571429,1.5,2.32857142857143,3,70,0.0428571428571429
"60","A1.4.3","Agrostis capillaris",20,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,20,21.5,0,74.5,0
"61","A1.4.3","Brachypodium pinnatum",0,0,0.333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111856823266219,0,0,0,0.335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335570469798658,0.111856823266219,0.447427293064877,1,0.333333333333333,1.33333333333333,25,74.5,0.335570469798658
"62","A1.4.3","Bromus sp",1.75,0.0625,0.25,0,0,0,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469798657718121,0.0167785234899329,0.0671140939597315,0,0,0,0.11744966442953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11744966442953,0.553691275167785,0.671140939597315,0.4375,2.0625,2.5,20,74.5,0.268456375838926
"63","A1.4.3","Carex sp 1",0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010738255033557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010738255033557,0,0.010738255033557,0.4,0,0.4,2,74.5,0.0268456375838926
"64","A1.4.3","Centaurea jacea",3.71428571428571,0,0.285714285714286,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024928092042186,0,0.00191754554170662,0.00287631831255992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297219558964525,0.0297219558964525,0,4.42857142857143,4.42857142857143,0.5,74.5,0.00671140939597315
"65","A1.4.3","Galium verum",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322147651006711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322147651006711,0.0322147651006711,0,0.4,0.4,6,74.5,0.0805369127516778
"66","A1.4.3","Lolium perenne",0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,74.5,0
"67","A1.4.3","Lotus corniculatus",3.4,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456375838926174,0,0,0,0,0,0.0187919463087248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187919463087248,0.0456375838926174,0.0644295302013423,1.4,3.4,4.8,1,74.5,0.0134228187919463
"68","A1.4.3","Plantago lanceolata",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805369127516778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805369127516778,0.00805369127516778,0,0.2,0.2,3,74.5,0.0402684563758389
"69","A1.4.3","Potentilla sp",6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241610738255034,0,0,0,0,0,0.0161073825503356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161073825503356,0.241610738255034,0.257718120805369,0.4,6,6.4,3,74.5,0.0402684563758389
"70","A1.4.3","Salvia pratensis",0.8,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00536912751677852,0,0,0,0,0,0,0,0,0,0.0120805369127517,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10774289446421e-05,0.00536912751677852,0.00545020494572317,0.0120805369127517,0.8,0.812080536912752,0.5,74.5,0.00671140939597315
"71","A1.4.3","Trifolium montanum",0,0,0.444444444444444,0,0,1.33333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0.0119313944817301,0,0,0.0357941834451902,0.0178970917225951,0,0,0,0,0,0,0,0,0,0.00298284862043251,0,0,0,0,0,0,0,0.0178970917225951,0.0507084265473527,0.0686055182699478,0.666666666666667,1.88888888888889,2.55555555555556,2,74.5,0.0268456375838926
"72","A1.5.1","Agrostis sp",1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131578947368421,0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0.131578947368421,0.157894736842105,0.2,1,1.2,10,76,0.131578947368421
"73","A1.5.1","Brachypodium pinnatum",0.464285714285714,0,0.107142857142857,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.178571428571429,0,0,0,0,0,0,0,0.152725563909774,0,0.0352443609022556,0,0,0,0.164473684210526,0,0,0,0,0,0,0,0,0,0.0587406015037594,0,0,0,0,0,0,0,0.164473684210526,0.246710526315789,0.411184210526316,0.5,0.75,1.25,25,76,0.328947368421053
"74","A1.5.1","Bromus sp",0.454545454545455,0,0.909090909090909,0,0,0,0.545454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041866028708134,0,0.0837320574162679,0,0,0,0.0502392344497608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502392344497608,0.125598086124402,0.175837320574163,0.545454545454545,1.36363636363636,1.90909090909091,7,76,0.0921052631578947
"75","A1.5.1","Dactylis glomerata",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657894736842105,0.131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197368421052632,0,0.197368421052632,3,0,3,5,76,0.0657894736842105
